arm,entity_type,site,layer,rows,n,n_entities,is_control,ridge_mc_r2,ridge_mc_r2_sd,ridge_mc_rho,ridge_mc_rho_sd,pls5_mc_r2,pls5_mc_r2_sd,pls5_mc_rho,pls5_mc_rho_sd,ridge_holdout_r2,ridge_holdout_rho
gpt_oss_120b,assyrian_ruler,ent_last,6,all,204,34,False,0.14514068508605443,0.5772154734260666,0.5261319388407697,0.2672656557596703,0.15732920358288224,0.6259862270426695,0.5519039915866591,0.2466547798717703,0.32512384818442575,0.4979584886496174
gpt_oss_120b,assyrian_ruler,ent_last,6,bare,34,34,False,0.0761732927661138,0.6819876719355348,0.5083928571428572,0.27820437127025444,0.09081806130642059,0.6703740751146368,0.4875,0.27504058142130855,0.035269031760105984,0.5357142857142858
gpt_oss_120b,assyrian_ruler,ent_last,7,all,204,34,False,0.235756461031486,0.5197359143762141,0.5437274542730338,0.26635012139050257,0.2181949262798271,0.5741434644238779,0.5488887399887217,0.25719607301035513,0.3572733357082545,0.5490311541521422
gpt_oss_120b,assyrian_ruler,ent_last,7,bare,34,34,False,0.10795395205324318,0.6506011237372318,0.5010714285714287,0.2986344345687619,0.10912466929854099,0.6738334410021056,0.48285714285714293,0.29316099219872144,0.1204530476879686,0.6071428571428572
gpt_oss_120b,assyrian_ruler,ent_last,8,all,204,34,False,0.28028831655805697,0.4921835828904569,0.5637538321498893,0.2473689790693018,0.25528134089843574,0.5578142377767996,0.5713361586437257,0.24420679590920286,0.37256831677383584,0.5559063206620974
gpt_oss_120b,assyrian_ruler,ent_last,8,bare,34,34,False,0.1748848211233784,0.6226258620667525,0.5403571428571429,0.27809735301707217,0.18806903335975458,0.6352044678338015,0.5355357142857144,0.2785828179906145,0.25453138513168505,0.642857142857143
gpt_oss_120b,assyrian_ruler,ent_last,9,all,204,34,False,0.3596256973007828,0.49106571419204087,0.6066057628397963,0.21732515125540405,0.33370753427233874,0.524017507524214,0.6267647332136294,0.22243813871666798,0.34919842082383457,0.5441203209307456
gpt_oss_120b,assyrian_ruler,ent_last,9,bare,34,34,False,0.2528006895407628,0.7544974113085112,0.5903571428571429,0.246891645654278,0.256365371231394,0.7563762591571795,0.5971428571428572,0.24430137794393658,0.27991910533746867,0.5357142857142858
gpt_oss_120b,assyrian_ruler,ent_last,10,all,204,34,False,0.37937967150300883,0.49050769730503996,0.6407998945603808,0.21467319893210346,0.3739535431394557,0.4978801575818065,0.6594315958023595,0.20981893630195603,0.4490990729781096,0.5765318201919633
gpt_oss_120b,assyrian_ruler,ent_last,10,bare,34,34,False,0.31432656128752184,0.6319316393062869,0.6358928571428573,0.23089492872786296,0.3171699631074082,0.6414726157147834,0.6432142857142858,0.2304883347351436,0.2607488793690981,0.5357142857142858
gpt_oss_120b,assyrian_ruler,ent_last,11,all,204,34,False,0.39063647864685175,0.5165301550925424,0.6468647735888056,0.21066063701205573,0.3726847969065169,0.5216192615469222,0.6602615266167757,0.2043995389871411,0.4257730656597001,0.6118898193860189
gpt_oss_120b,assyrian_ruler,ent_last,11,bare,34,34,False,0.36998977744288325,0.5911511113262111,0.6632142857142859,0.23379930997960366,0.371354597017567,0.5969411611229389,0.6628571428571429,0.23152775652352428,0.2144164103936227,0.5357142857142858
gpt_oss_120b,assyrian_ruler,ent_last,12,all,204,34,False,0.34037522636403705,0.5791517942902866,0.6369743554809129,0.2190690244952391,0.30520644468812513,0.5849562541689145,0.6404266712355547,0.20906083666829603,0.4919173491828768,0.6364439854930021
gpt_oss_120b,assyrian_ruler,ent_last,12,bare,34,34,False,0.26529029148359656,0.7356626822027961,0.6301785714285715,0.2476650526746286,0.265897130104216,0.7383255895550783,0.62875,0.2468654900002454,0.12182307134821535,0.5
gpt_oss_120b,assyrian_ruler,ent_last,13,all,204,34,False,0.3502123640907379,0.5357274747078928,0.6453178611240656,0.21542491254701898,0.3041501831549368,0.5570821398591004,0.6398619254150941,0.21294641200500775,0.5218061613783574,0.63939048542584
gpt_oss_120b,assyrian_ruler,ent_last,13,bare,34,34,False,0.25926154706084387,0.7063745738648188,0.6062500000000002,0.25161309939213083,0.26284299625783775,0.7014531807300843,0.6112500000000002,0.24974930031974885,-0.15158715745116114,0.25
gpt_oss_120b,assyrian_ruler,ent_last,14,all,204,34,False,0.33312370644308037,0.5381925922297139,0.6390958354325562,0.21800119595195247,0.31180529121648104,0.5491610356378922,0.6476947044032216,0.2070569606927313,0.5653151173513105,0.633497485560164
gpt_oss_120b,assyrian_ruler,ent_last,14,bare,34,34,False,0.2807231364871189,0.6747298159332515,0.629107142857143,0.23627307953350274,0.28599806253478355,0.664087319882042,0.6333928571428572,0.23688770427942335,-0.16302861818205483,0.25
gpt_oss_120b,assyrian_ruler,ent_last,15,all,204,34,False,0.3667733056695584,0.48796825238921193,0.6495509993609097,0.21397353209725611,0.32219591181804313,0.5274224998461374,0.6484706160522024,0.20596787411675957,0.630245106455845,0.5892999865675945
gpt_oss_120b,assyrian_ruler,ent_last,15,bare,34,34,False,0.2827907915557342,0.6787735250955826,0.6235714285714288,0.25098886063581655,0.2885435381590746,0.6692610058774382,0.6310714285714287,0.24416951079117152,-0.05576195653447891,0.4642857142857144
gpt_oss_120b,assyrian_ruler,ent_last,16,all,204,34,False,0.397072935746053,0.4639922317290933,0.67012247972534,0.20432054012049108,0.38449753909236734,0.4713764400467848,0.6752444787752567,0.1942588570421068,0.6328891371817262,0.681623651129851
gpt_oss_120b,assyrian_ruler,ent_last,16,bare,34,34,False,0.3060259046120713,0.6397156708990752,0.6285714285714288,0.2464544499869446,0.3090032849875184,0.6307387255996278,0.630357142857143,0.24087293415442776,-0.12203425210117058,0.4642857142857144
