entity_type,name,query,count,approx,index_used,target,century,short_name,error,abs_err,true,logc
historical_figure,Wolfgang Amadeus Mozart,Wolfgang Amadeus Mozart,248997,0,v4_olmo-mix-1124_llama,1791.0,1700,0,,89.26490354684847,1791.0,5.396195858772636
historical_figure,Denis Diderot,Denis Diderot,109801,0,v4_olmo-mix-1124_llama,1784.0,1700,0,,52.4554881906663,1784.0,5.040610250688329
historical_figure,Carl Linnaeus,Carl Linnaeus,162726,0,v4_olmo-mix-1124_llama,1778.0,1700,0,,84.49545102782395,1778.0,5.211459617953212
historical_figure,Johann Sebastian Bach,Johann Sebastian Bach,331556,0,v4_olmo-mix-1124_llama,1750.0,1700,0,,49.076082936885086,1750.0,5.520558201390786
historical_figure,James Cook,James Cook,669239,0,v4_olmo-mix-1124_llama,1779.0,1700,0,,3.6372332215889855,1779.0,5.825581890539186
historical_figure,Peter the Great,Peter the Great,639624,0,v4_olmo-mix-1124_llama,1725.0,1700,0,,15.82670699461255,1725.0,5.8059254299801735
historical_figure,Adam Smith,Adam Smith,3508834,0,v4_olmo-mix-1124_llama,1790.0,1700,0,,43.58166544882556,1790.0,6.545162946364642
historical_figure,Pierre Bouguer,Pierre Bouguer,5983,0,v4_olmo-mix-1124_llama,1758.0,1700,0,,134.93029722517394,1758.0,3.776991584856405
historical_figure,Ferdinand Augustin Hallerstein,Ferdinand Augustin Hallerstein,27,0,v4_olmo-mix-1124_llama,1774.0,1700,0,,16.919693027776248,1774.0,1.4471580313422192
historical_figure,Franz Balthasar von Lindern,Franz Balthasar von Lindern,24,0,v4_olmo-mix-1124_llama,1755.0,1700,0,,157.928081250506,1755.0,1.3979400086720377
historical_figure,Patrick Browne,Patrick Browne,4700,0,v4_olmo-mix-1124_llama,1790.0,1700,0,,143.75807225592166,1790.0,3.6721902511882525
historical_figure,John Clayton,John Clayton,93015,0,v4_olmo-mix-1124_llama,1773.0,1700,0,,101.47023591762036,1773.0,4.968557659457595
historical_figure,Qianlong Emperor,Qianlong Emperor,56260,0,v4_olmo-mix-1124_llama,1799.0,1700,0,,249.18578103196478,1799.0,4.750207447179027
historical_figure,Wladyslaw Jehoshaphat Sapieha,Wladyslaw Jehoshaphat Sapieha,0,0,v4_olmo-mix-1124_llama,1733.0,1700,0,,22.579810553871766,1733.0,0.0
historical_figure,William Kidd,William Kidd,46085,0,v4_olmo-mix-1124_llama,1701.0,1700,0,,55.0632689978454,1701.0,4.66356901549458
historical_figure,Charles Marie de La Condamine,Charles Marie de La Condamine,2754,0,v4_olmo-mix-1124_llama,1774.0,1700,0,,44.97055361377602,1774.0,3.4401216031878037
historical_figure,Alexander Spotswood,Alexander Spotswood,13009,0,v4_olmo-mix-1124_llama,1740.0,1700,0,,127.56572129817278,1740.0,4.114277296561586
historical_figure,Alexis Clairaut,Alexis Clairaut,3871,0,v4_olmo-mix-1124_llama,1765.0,1700,0,,20.851647559134108,1765.0,3.587935348636356
historical_figure,"Mir Qamar-ud-din Siddiqui, Chin Quilich  Khan, Nizam-ul-Mulk Asaf Jah","Mir Qamar-ud-din Siddiqui, Chin Quilich  Khan, Nizam-ul-Mulk Asaf Jah",0,0,v4_olmo-mix-1124_llama,1748.0,1700,0,,132.67639616420888,1748.0,0.0
historical_figure,Mahmud Hotaki,Mahmud Hotaki,1080,0,v4_olmo-mix-1124_llama,1725.0,1700,0,,359.90336285175863,1725.0,3.03382569395331
historical_figure,Jacob Folkema,Jacob Folkema,220,0,v4_olmo-mix-1124_llama,1767.0,1700,0,,162.8740051012037,1767.0,2.3443922736851106
historical_figure,Józef Bogusław Słuszka,Józef Bogusław Słuszka,11,0,v4_olmo-mix-1124_llama,1701.0,1700,0,,21.19147626601375,1701.0,1.0791812460476249
historical_figure,Henry Fielding,Henry Fielding,95692,0,v4_olmo-mix-1124_llama,1754.0,1700,0,,23.670701529918233,1754.0,4.980880170038476
historical_figure,"Thomas Thynne, 1st Viscount Weymouth","Thomas Thynne, 1st Viscount Weymouth",30,0,v4_olmo-mix-1124_llama,1714.0,1700,0,,164.03268211670093,1714.0,1.4913616938342726
historical_figure,Antoine-Laurent de Lavoisier,Antoine-Laurent de Lavoisier,3887,0,v4_olmo-mix-1124_llama,1794.0,1700,0,,3.1273249072455656,1794.0,3.589726256254237
historical_figure,Daniel Solander,Daniel Solander,8092,0,v4_olmo-mix-1124_llama,1782.0,1700,0,,249.7454969225853,1782.0,3.908109540392552
historical_figure,Stanisław Antoni Szczuka,Stanisław Antoni Szczuka,64,0,v4_olmo-mix-1124_llama,1710.0,1700,0,,54.086060304054854,1710.0,1.8129133566428555
historical_figure,Anne Beate Rosenkrantz,Anne Beate Rosenkrantz,1,0,v4_olmo-mix-1124_llama,1777.0,1700,0,,220.49558706192943,1777.0,0.3010299956639812
historical_figure,Ferenc Faludi,Ferenc Faludi,45,0,v4_olmo-mix-1124_llama,1779.0,1700,0,,1.763531570267105,1779.0,1.662757831681574
historical_figure,Johannes Diodato,Johannes Diodato,875,0,v4_olmo-mix-1124_llama,1725.0,1700,0,,233.7608145361462,1725.0,2.9425041061680806
historical_figure,Stanisław Poniatowski,Stanisław Poniatowski,1086,0,v4_olmo-mix-1124_llama,1762.0,1700,0,,196.86132229024406,1762.0,3.0362295440862948
historical_figure,Ahmed Shahe Durrani,Ahmed Shahe Durrani,23,0,v4_olmo-mix-1124_llama,1772.0,1700,0,,210.5043892630581,1772.0,1.380211241711606
historical_figure,Vasili Bazhenov,Vasili Bazhenov,222,0,v4_olmo-mix-1124_llama,1799.0,1700,0,,6.704993242209184,1799.0,2.3483048630481607
